station;station_name;latitude;longitude
264907;оерпъебйю;56.25254059;43.79922104
264606;дняйхмн;56.26462173;43.75761032
264004;цнпнунбеж;56.15921021;42.81439209
240902;йнбпнб-цпсгнбни;56.30454636;41.38489532
267604;хцнрхмн;58.19653702;48.03388977
267500;ефхую;58.07742691;47.69606018
268503;нпхвх;58.40378189;49.05580521
268429;ьюкецнбн;58.3578949;48.88041687
268325;ашярпъцх;58.33052826;48.74174881
268202;люпюдшйнбяйхи;58.31163406;48.63796616
268147;члю;58.27892685;47.63914871
268128;южбеф;58.27959442;47.92689514
267801;йнрекэмхв I;58.31187439;48.34349823
267708;йнрекэмхв II;58.30389786;48.28652954
270005;къмцюянбн;58.51762009;49.45847702
270403;йхпнб-гюбндяйюъ;58.62185669;49.6536026
270306;йхпнб-йнркюяяйхи;58.60609055;49.64397049
270217;йпюямняекэяйхи (пгд);58.53023911;49.67322159
270202;йхпнб;58.5778656;49.65240097
270109;всукнлхмяйхи;58.55182648;49.54281998
271440;вюыхмяйхи;58.948349;49.39165878
271421;ледъмйю;58.83883667;49.51089096
271402;цхпянбн;58.73069382;49.56220627
271309;днкцсьхмн;58.63978195;49.73257065
271101;аекйю-якнандяйюъ;58.67489624;50.13864136
271008;якнандяйне;58.71902084;50.18066788
270908;люрюмжш;58.64585114;49.5189476
270804;ярпхфх;58.46240997;49.25274658
272710;нйръапэяйхи;60.33316803;47.69821167
272706;охмчц;60.2571373;47.78282928
272621;мнбши;;
272509;юкэлеф;60.05600357;48.03697205
272405;кюршьяйхи;59.94808578;48.17213821
272301;ноюпхмн;59.84394836;48.30063248
272212;мюцхахмн;59.72731781;48.41684341
272208;бюгчй;59.68303299;48.50500107
272104;ярюпнбепвеяйюъ;59.62818527;48.61981201
272000;аеганфмхй;59.51116943;48.81401443
271915;йнлянлнкэяйхи;59.44452286;48.90485382
271900;лспюьх;59.39686203;48.96365738
271830;днкхмхвх;59.36312866;49.04660797
271851;бекхйюъ;;
271648;лняхмяйхи;;
271609;чпэъ;59.04346466;49.27271271
275530;йнфхкэ;;
274608;ярюкэмюъ;58.68132019;52.20853424
274307;ъп;58.24862671;52.11196136
274203;тюкемйх;58.35544586;51.59206772
274006;гсебйю;58.40379333;51.13394928
273732;юпдюьх;58.46274185;50.63595963
273709;опнямхжю;58.43734741;50.23211288
273605;веоежйюъ;58.53744125;49.98672867
273802;аслйнлахмюр;;
273501;онкни;58.4703331;49.81399155
273408;онгдхмн;58.49520493;49.6975174
273304;бърйю;58.62739563;49.57254028
273107;ксгю;60.63058472;47.25862122
273022;люйсую;60.55644989;47.33478165
273003;ксмдюмйю;60.4686203;47.48847198
272782;оюмюячй;;
275916;няр. осмйр 1217 йл;57.86307526;53.32778549
275901;охаюмэьсп;57.87282562;53.27359009
275827;ьсп;57.87780762;53.1816864
275808;аюкегхмн;57.97437286;53.00516129
275704;цкюгнб;58.13245773;52.66962814
70605;ояйнб-оюяяюфхпяйхи;57.80425644;28.36215591
70501;ояйнб-рнбюпмши;57.79806137;28.35790634
70087;беьйх;57.74644089;28.95642471
70056;йюпюлшьебн;57.76016998;28.7606945
70037;йеа;57.77348328;28.54562187
70003;аепегйх;57.80418015;28.41142845
67665;мюгхлнбн;56.39765167;31.04721069
66737;бнпнаежйюъ;56.31966782;30.45489311
66652;цсыхмн;56.31764984;30.29257393
66602;мнбнянйнкэмхйх;56.34392548;30.14706039
254996;чяйх;;
66008;бекхйхе ксйх;56.3396759;30.5635643
58302;аюрежйюъ;58.64807129;30.3148613
57738;пныю;57.80376434;29.73753929
57704;онпунб;57.7661705;29.53022766
57615;ксмебн;57.7285347;29.25908089
57600;ондяебш;57.72822189;29.16112709
56701;дмн;57.82389069;29.96135712
56608;лнпхмн;57.89390945;30.34538078
